編號,日期,每100g價格
1012,2023/07/31,11.75
1012,2023/08/01,11.75
1012,2023/08/02,11.75
1012,2023/08/03,11.75
1012,2023/08/04,11.75
1012,2023/08/05,11.75
1012,2023/08/06,11.75
1012,2023/08/07,11.75
1012,2023/08/08,11.75
0101,2023/08/09,11.75
0101,2023/08/10,11.75
0101,2023/08/11,11.75
0101,2023/08/13,11.75
0101,2023/08/14,11.75
0101,2023/08/15,11.75
